time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,26.46,26.19,25.75,25.75,26.37,25.84
2,26.46,26.19,25.75,25.75,26.37,25.66
4,26.46,26.19,25.75,25.66,26.46,25.93
6,26.46,26.19,25.75,25.66,26.46,25.93
8,26.55,26.19,25.75,25.66,26.37,26.02
10,26.64,26.19,25.66,25.75,26.37,26.02
12,26.73,26.10,25.75,25.75,26.37,25.93
14,26.91,26.19,25.75,25.66,26.37,25.84
16,27.08,26.19,25.75,25.66,26.37,25.75
18,27.35,26.19,25.75,25.75,26.37,25.93
20,27.62,26.28,25.75,25.75,26.46,25.84
22,27.89,26.28,25.75,25.66,26.37,25.75
24,28.25,26.28,25.75,25.75,26.46,25.75
26,28.61,26.28,25.84,25.75,26.37,25.84
28,28.98,26.37,25.84,25.75,26.37,25.84
30,29.25,26.37,25.84,25.75,26.37,25.75
32,29.62,26.46,25.84,25.75,26.37,25.93
34,30.08,26.46,25.84,25.75,26.37,25.84
36,30.45,26.55,25.93,25.75,26.37,25.84
38,30.72,26.64,25.84,25.75,26.37,25.84
40,31.19,26.64,26.02,25.75,26.46,25.84
42,31.56,26.64,26.02,25.75,26.37,25.84
44,31.94,26.73,26.02,25.75,26.37,25.84
46,32.32,26.82,26.02,25.75,26.46,25.93
48,32.70,26.82,26.10,25.75,26.37,25.84
51,33.08,26.99,26.10,25.75,26.46,25.93
53,33.46,26.99,26.19,25.84,26.46,25.84
55,33.75,26.99,26.19,25.84,26.46,25.93
57,34.14,27.17,26.19,25.84,26.46,25.84
59,34.53,27.17,26.28,25.75,26.37,25.84
61,34.82,27.35,26.28,25.84,26.46,25.93
63,35.22,27.35,26.28,25.84,26.46,25.93
65,35.61,27.44,26.37,26.02,26.37,25.84
67,35.91,27.53,26.37,25.84,26.37,25.84
69,36.21,27.62,26.46,25.84,26.46,25.75
71,36.62,27.62,26.46,25.84,26.46,25.75
73,36.92,27.80,26.55,25.84,26.46,25.75
75,37.22,27.80,26.55,25.84,26.46,25.75
77,37.53,27.89,26.55,25.93,26.46,25.75
79,37.84,27.98,26.55,25.93,26.46,25.84
81,38.15,28.07,26.64,25.93,26.46,25.75
83,38.46,28.16,26.64,25.93,26.46,25.57
85,38.77,28.16,26.73,25.93,26.46,25.75
87,39.09,28.25,26.73,25.93,26.46,25.66
89,39.41,28.34,26.82,25.93,26.46,25.66
91,39.73,28.43,26.82,26.02,26.46,25.75
93,39.94,28.52,26.82,26.02,26.46,25.66
95,40.37,28.61,26.91,25.93,26.46,25.66
97,40.48,28.71,26.99,26.02,26.46,25.75
99,40.80,28.80,26.99,26.02,26.46,25.66
101,41.13,28.89,27.08,26.02,26.46,25.75
103,41.35,28.98,27.08,26.02,26.46,25.75
105,41.57,29.07,27.08,26.10,26.46,25.75
108,41.90,29.16,27.17,26.10,26.46,25.75
110,42.13,29.25,27.17,26.19,26.46,25.75
112,42.35,29.34,27.26,26.19,26.55,25.75
114,42.69,29.43,27.17,26.10,26.46,25.75
116,42.91,29.53,27.26,26.19,26.55,25.75
118,43.14,29.62,27.35,26.19,26.55,25.75
120,43.37,29.71,27.35,26.19,26.55,25.66
122,43.60,29.80,27.44,26.19,26.55,25.84
124,43.83,29.89,27.44,26.19,26.55,25.84
126,44.06,29.99,27.53,26.28,26.55,25.75
128,44.30,30.08,27.53,26.28,26.55,25.75
130,44.53,30.17,27.62,26.28,26.55,25.66
132,44.77,30.26,27.62,26.28,26.55,25.66
134,45.00,30.35,27.71,26.28,26.55,25.75
136,45.24,30.45,27.71,26.28,26.55,25.75
138,45.48,30.54,27.71,26.37,26.55,25.66
140,45.60,30.63,27.80,26.37,26.55,25.66
142,45.84,30.72,27.80,26.37,26.55,25.66
144,46.08,30.82,27.89,26.37,26.55,25.66
146,46.20,30.91,27.89,26.46,26.55,25.66
148,46.45,31.00,27.98,26.46,26.64,25.66
150,46.69,31.10,27.98,26.46,26.55,25.66
152,46.94,31.19,28.07,26.46,26.64,25.66
154,47.06,31.19,28.07,26.55,26.64,25.66
