time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
246,25.66,25.40,24.96,23.29,23.55,23.90
248,25.57,25.31,24.96,23.29,23.64,22.86
250,25.57,25.40,25.04,23.29,23.73,22.86
252,25.84,25.66,25.13,23.38,23.55,23.64
254,25.48,25.40,25.13,23.64,24.08,23.90
256,25.48,25.48,25.31,23.73,23.82,23.82
258,25.57,25.48,25.13,23.47,23.12,24.08
260,25.75,25.57,25.13,23.38,23.64,24.08
262,25.84,25.75,25.22,23.38,23.55,23.73
264,25.66,25.57,25.22,23.55,23.90,23.90
266,26.02,25.84,25.31,23.38,23.55,23.82
268,25.75,25.66,25.22,23.38,23.73,23.64
270,25.75,25.48,25.57,23.55,23.64,23.64
272,25.75,25.66,25.40,23.29,23.90,23.82
274,25.84,25.75,25.22,23.38,23.73,22.86
276,26.19,25.93,25.40,23.47,23.64,23.73
278,26.19,25.93,25.40,23.38,23.64,23.82
281,26.10,26.19,25.48,23.47,23.55,23.64
283,26.19,26.19,25.48,23.47,23.64,23.64
285,26.02,25.84,25.40,23.47,23.82,23.99
287,25.93,25.31,25.66,23.55,23.64,23.64
289,25.93,25.84,25.40,23.64,23.64,23.99
291,25.93,25.84,25.40,23.55,22.77,24.08
293,26.10,26.19,25.75,23.55,23.64,23.73
295,26.02,26.28,25.84,23.64,23.64,23.73
297,26.19,26.19,25.57,23.47,23.64,23.99
299,26.02,26.02,24.78,23.82,23.73,23.73
301,26.02,26.28,25.93,23.73,23.73,23.73
303,26.02,26.02,25.66,22.60,23.99,23.90
305,26.46,26.19,25.57,23.47,23.73,23.99
307,26.10,26.10,25.75,23.82,23.90,23.90
309,26.10,26.10,25.66,23.99,24.08,23.90
311,26.28,26.55,25.75,23.55,23.64,23.82
313,26.02,26.46,25.75,23.55,23.29,23.90
315,26.28,26.28,25.66,23.73,23.99,23.99
317,26.19,26.28,25.75,24.08,23.90,23.82
319,26.28,26.28,25.75,23.99,24.08,23.99
321,26.46,26.64,25.84,23.55,23.64,23.90
323,26.28,26.55,25.84,23.55,23.82,22.94
325,26.19,26.55,25.84,23.64,23.73,22.86
327,26.46,26.37,25.75,23.73,23.82,23.90
329,25.66,26.64,25.84,23.64,23.82,24.08
