time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,23.12,22.86,22.68,22.16,22.77,22.68
2,23.12,22.86,22.68,22.16,22.77,22.68
4,23.12,22.86,22.68,22.16,22.77,22.77
6,23.12,22.86,22.68,22.16,22.86,22.68
8,23.12,22.86,22.60,22.16,22.86,22.68
10,23.29,22.77,22.60,22.16,22.86,22.60
12,23.47,22.86,22.68,22.16,22.86,22.60
14,23.73,22.86,22.60,22.16,22.86,22.68
16,24.08,22.86,22.60,22.16,22.94,22.68
18,24.43,22.94,22.60,22.16,22.86,22.60
20,24.87,22.94,22.60,22.16,22.94,23.03
22,25.31,22.94,22.68,22.16,22.86,22.60
24,25.84,23.03,22.68,22.16,22.77,22.51
26,26.37,23.03,22.68,22.25,22.86,21.90
28,26.91,23.12,22.68,22.16,22.77,22.42
30,27.44,23.21,22.77,22.16,22.77,22.51
32,27.89,23.29,22.77,22.16,22.77,22.42
34,28.52,23.29,22.77,22.25,22.77,22.34
36,29.07,23.38,22.86,22.16,22.77,22.25
38,29.62,23.47,22.86,22.25,22.77,22.34
40,30.17,23.47,22.94,22.25,22.68,22.34
42,30.63,23.55,22.94,22.25,22.77,22.25
44,31.19,23.64,22.94,22.25,22.68,22.34
46,31.75,23.73,23.03,22.25,22.77,22.08
48,32.22,23.82,23.03,22.25,22.68,22.25
51,32.79,23.90,22.94,22.25,22.68,22.25
53,33.08,23.99,23.21,22.25,22.68,22.16
55,33.27,24.08,23.21,22.25,22.68,22.16
57,33.66,24.17,23.29,22.25,22.68,22.16
59,33.95,24.17,23.29,22.34,22.68,22.16
61,34.33,24.25,23.38,22.42,22.68,22.16
63,34.63,24.43,23.38,22.25,22.68,22.08
65,35.02,24.52,23.47,22.25,22.60,22.16
67,35.51,24.52,23.55,22.25,22.68,21.99
69,35.91,24.60,23.55,22.25,22.68,21.99
71,36.21,24.78,23.64,22.34,22.68,22.08
73,36.62,24.87,23.64,22.34,22.68,22.08
75,37.02,24.96,23.73,22.34,22.68,22.16
77,37.43,25.04,23.73,22.34,22.68,22.25
79,37.84,25.13,23.99,22.34,22.68,21.99
81,38.15,25.22,23.90,22.34,22.68,22.08
83,38.57,25.40,23.90,22.34,22.68,22.08
85,38.88,25.48,23.99,22.34,22.68,21.99
87,39.30,25.57,24.08,22.42,22.60,21.99
89,39.62,25.66,24.08,22.42,22.60,22.08
91,39.94,25.75,24.17,22.42,22.68,22.08
93,40.37,25.84,24.25,22.42,22.68,21.99
95,40.69,26.02,24.34,22.42,22.68,21.99
97,41.02,26.10,24.34,22.42,22.68,21.99
99,41.35,26.19,24.43,22.42,22.68,21.99
101,41.79,26.28,24.52,22.42,22.68,22.08
103,42.13,26.37,24.52,22.51,22.68,21.90
105,42.35,26.55,24.60,22.51,22.68,21.82
108,42.69,26.64,24.69,22.51,22.68,21.99
110,43.03,26.73,24.69,22.51,22.68,21.90
112,43.37,26.82,24.78,22.51,22.60,21.90
114,43.72,26.91,24.87,22.51,22.68,21.99
116,43.95,27.08,24.96,22.51,22.68,21.99
118,44.30,27.17,24.87,22.60,22.68,21.99
120,44.53,27.26,25.04,22.60,22.68,21.99
122,44.88,27.44,25.13,22.60,22.77,21.90
124,45.12,27.53,25.22,22.60,22.77,21.90
126,45.48,27.62,25.31,22.68,22.77,21.90
128,45.72,27.71,25.40,22.68,23.03,21.90
130,46.08,27.89,25.48,22.68,22.77,21.90
132,46.33,27.98,25.48,22.68,22.77,21.73
134,46.57,28.07,25.57,22.68,22.77,21.90
136,46.94,28.25,25.66,22.68,22.77,21.90
138,47.19,28.34,25.75,22.77,22.77,21.90
140,47.44,28.43,25.84,22.77,22.77,21.90
142,47.69,28.52,25.93,22.77,22.77,21.90
144,47.94,28.71,26.02,22.86,22.77,21.99
146,48.20,28.80,26.02,22.86,22.86,21.90
148,48.58,28.89,26.10,22.86,22.94,21.99
150,48.84,29.07,26.19,22.86,22.68,21.56
152,48.97,29.16,26.28,22.86,22.86,21.90
154,49.23,29.25,26.37,22.94,22.77,21.90
156,49.62,29.43,26.46,22.94,22.77,21.90
158,49.75,29.53,26.55,22.94,22.86,21.90
160,50.02,29.62,26.64,22.94,22.94,21.90
162,50.29,29.71,26.73,23.03,22.86,21.99
165,50.55,29.89,26.73,23.03,22.86,21.90
167,50.82,29.99,26.82,23.03,22.86,22.08
169,51.10,30.08,26.91,23.03,22.86,22.08
171,51.23,30.17,27.08,23.12,22.86,21.99
173,51.51,30.35,27.08,23.12,22.94,22.08
175,51.79,30.45,27.17,23.12,22.94,21.99
177,51.92,30.54,27.35,23.12,22.94,21.99
179,52.20,30.72,27.35,23.21,22.94,21.99
181,52.49,30.82,27.44,23.21,22.86,21.99
183,52.63,30.91,27.53,23.21,22.94,21.90
185,52.91,31.00,27.62,23.29,22.94,21.90
187,53.20,31.10,27.71,23.29,22.94,21.82
189,53.34,31.28,27.80,23.29,22.94,22.08
191,53.49,31.38,27.89,23.29,22.94,22.08
193,53.78,31.47,27.98,23.29,23.03,21.99
195,54.07,31.56,28.07,23.38,22.94,21.73
197,54.22,31.75,28.16,23.38,23.03,21.90
199,54.37,31.85,28.25,23.38,22.94,21.82
201,54.67,31.94,28.34,23.47,23.03,21.90
203,54.82,32.03,28.34,23.47,23.03,21.90
205,55.12,32.22,28.43,23.47,23.03,21.73
207,55.27,32.32,28.61,23.55,23.03,21.73
209,55.42,32.41,28.71,23.55,23.03,21.64
211,55.73,32.51,28.80,23.55,23.03,21.99
213,55.88,32.60,28.89,23.55,23.03,21.82
215,56.03,32.79,28.98,23.64,23.12,21.82
217,56.19,32.89,29.07,23.64,23.12,21.73
219,56.50,32.98,29.07,23.64,23.12,21.82
221,56.66,33.18,29.25,23.73,23.12,21.73
224,56.82,33.27,29.25,23.73,23.12,21.73
226,57.13,33.37,29.34,23.73,23.21,21.82
228,57.29,33.46,29.43,23.73,23.21,21.73
230,57.45,33.56,29.53,23.82,23.21,21.82
232,57.61,33.66,29.62,23.82,23.12,21.73
234,57.78,33.75,29.71,23.90,23.29,21.82
236,57.94,33.95,29.80,23.90,23.29,22.08
238,58.10,33.95,29.89,23.90,23.21,21.82
240,58.43,34.14,29.99,23.90,23.21,21.82
242,58.60,34.33,30.08,23.99,23.29,21.82
244,58.76,34.33,30.17,23.99,23.29,21.82
246,58.93,34.43,30.26,23.99,23.29,21.82
248,59.10,34.63,30.35,24.08,23.29,21.73
250,59.27,34.73,30.45,24.08,23.29,21.82
252,59.43,34.82,30.54,24.17,23.38,21.82
254,59.60,34.92,30.63,24.17,23.29,21.82
256,59.78,35.02,30.63,24.17,23.47,21.90
258,60.12,35.12,30.72,24.25,23.38,21.82
260,60.12,35.22,30.82,24.25,23.29,21.82
262,60.29,35.42,30.91,24.25,23.38,21.82
264,60.47,35.51,31.00,24.34,23.47,21.90
266,60.64,35.61,31.10,24.34,23.47,21.64
268,60.82,35.71,31.19,24.34,23.55,21.82
270,60.99,35.81,31.28,24.43,23.55,21.82
272,61.17,35.91,31.38,24.43,23.47,21.82
274,61.35,36.01,31.47,24.43,23.47,21.82
276,61.53,36.21,31.56,24.52,23.47,21.90
278,61.71,36.31,31.66,24.52,23.47,21.82
281,61.89,36.41,31.75,24.60,23.55,21.90
