time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,24.52,24.25,23.73,23.55,24.25,23.03
2,24.52,24.25,23.73,23.55,24.25,23.03
4,24.52,24.25,23.73,23.55,24.25,23.03
6,24.6,24.25,23.73,23.55,24.25,23.03
8,24.52,24.25,23.73,23.55,24.25,23.03
10,24.6,24.25,23.73,23.55,24.25,23.03
12,24.69,24.25,23.73,23.55,24.17,23.03
14,24.87,24.25,23.73,23.55,24.25,23.03
16,24.96,24.34,23.73,23.55,24.25,23.03
18,25.13,24.34,23.73,23.55,24.17,23.03
20,25.4,24.34,23.73,23.55,24.25,23.03
22,25.66,24.34,23.73,23.55,24.34,23.03
24,25.93,24.52,23.73,23.55,24.17,23.03
26,26.19,24.43,23.82,23.55,24.17,23.03
28,26.55,24.52,23.73,23.55,24.17,23.03
30,26.91,24.6,23.82,23.55,24.17,22.94
32,27.17,24.6,23.82,23.55,24.17,23.12
34,27.62,24.69,23.82,23.55,24.17,23.12
36,27.89,24.78,23.82,23.55,24.08,23.03
38,28.34,24.78,23.82,23.55,24.17,23.12
40,28.71,24.87,23.82,23.55,24.17,23.03
42,28.98,24.87,23.9,23.55,24.08,23.03
44,29.43,24.96,23.9,23.55,24.17,23.03
46,29.8,25.04,23.9,23.55,24.17,23.03
48,30.17,25.13,23.99,23.55,24.17,23.12
51,30.54,25.13,23.99,23.47,24.17,23.12
53,30.91,25.22,24.08,23.55,24.17,23.12
55,31.28,25.31,24.08,23.64,23.99,23.12
57,31.66,25.31,24.08,23.55,24.17,23.12
59,32.03,25.48,24.17,23.55,24.17,23.12
61,32.32,25.48,24.17,23.55,24.17,23.12
63,32.6,25.57,24.25,23.55,24.17,23.12
65,32.98,25.57,24.25,23.55,24.17,23.12
67,33.37,25.66,24.34,23.55,24.17,23.12
69,33.66,25.75,24.34,23.55,24.17,23.03
71,34.04,25.75,24.43,23.64,24.17,23.12
73,34.33,25.84,24.43,23.64,24.08,23.03
75,34.63,25.93,24.52,23.64,24.08,23.12
