time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,22.34,21.90,21.13,20.78,21.30,20.87
2,22.34,21.90,21.13,20.78,21.30,20.87
4,22.34,21.99,21.13,20.69,21.30,20.95
6,22.42,21.99,21.13,20.78,21.30,20.95
8,22.51,21.99,21.21,20.78,21.30,20.87
10,22.68,21.99,21.13,20.78,21.38,21.13
12,22.94,21.99,21.21,20.78,21.38,20.87
14,23.29,21.99,21.21,20.78,21.38,20.95
16,23.64,21.99,21.21,20.78,21.38,20.87
18,24.17,21.99,21.21,20.78,21.38,20.87
20,24.60,22.08,21.21,20.78,21.38,20.78
22,25.13,22.08,21.21,20.78,21.38,20.78
24,25.66,22.08,21.30,20.78,21.38,20.69
26,26.19,22.16,21.30,20.78,21.38,20.78
28,26.73,22.16,21.30,20.78,21.38,20.78
30,27.35,22.25,21.30,20.78,21.38,20.69
32,27.80,22.25,21.38,20.78,21.38,20.69
34,28.43,22.34,21.47,20.78,21.38,20.78
36,28.98,22.42,21.47,20.87,21.38,20.69
38,29.43,22.42,21.47,20.87,21.38,20.69
40,29.99,22.51,21.47,20.87,21.47,20.69
42,30.54,22.60,21.47,20.78,21.47,20.78
44,31.10,22.68,21.47,20.87,21.38,20.78
46,31.66,22.68,21.56,20.87,21.47,20.78
48,32.32,22.77,21.56,20.87,21.47,20.78
51,32.79,22.86,21.56,20.87,21.47,20.78
53,33.37,22.86,21.64,20.87,21.47,20.78
55,33.85,22.94,21.64,20.87,21.47,20.69
57,34.43,23.03,21.73,20.95,21.47,20.78
59,34.92,23.12,21.73,20.87,21.47,20.78
61,35.42,23.12,21.82,20.95,21.47,20.69
63,35.91,23.21,21.82,20.95,21.47,20.69
65,36.31,23.29,21.90,20.95,21.47,20.69
67,36.82,23.38,21.99,20.95,21.47,20.69
69,37.33,23.38,21.99,20.95,21.47,20.69
71,37.74,23.47,22.08,20.95,21.47,20.61
73,38.15,23.64,22.16,20.95,21.64,20.69
75,38.57,23.64,22.16,21.04,21.47,20.61
77,38.98,23.73,22.25,20.95,21.56,20.69
79,39.51,23.82,22.34,20.95,21.56,20.69
81,39.94,23.90,22.42,21.04,21.56,20.61
83,40.48,23.90,22.42,21.04,21.56,20.78
85,41.02,23.99,22.51,21.04,21.47,20.61
87,41.46,24.08,22.60,21.04,21.47,20.78
89,41.79,24.25,22.68,21.04,21.64,20.78
91,42.24,24.25,22.77,21.04,21.56,20.78
93,42.57,24.34,22.77,21.13,21.56,20.69
95,42.91,24.34,22.86,21.13,21.56,20.69
97,43.37,24.43,22.94,21.13,21.56,20.69
99,43.72,24.52,23.03,21.13,21.56,20.69
101,43.95,24.60,23.12,21.13,21.64,20.69
103,44.41,24.69,23.21,21.21,21.56,20.69
105,44.77,24.78,23.29,21.13,21.56,20.69
108,45.12,24.87,23.38,21.21,21.56,20.69
110,45.48,24.87,23.47,21.21,21.56,20.69
112,45.72,25.04,23.55,21.21,21.56,20.69
114,46.08,25.13,23.64,21.21,21.64,20.69
116,46.45,25.22,23.64,21.21,21.56,20.61
118,46.69,25.22,23.82,21.21,21.56,20.61
120,47.06,25.31,23.82,21.30,21.56,20.61
122,47.31,25.40,23.90,21.30,21.56,20.61
124,47.69,25.48,23.99,21.30,21.56,20.78
126,47.94,25.57,24.17,21.30,21.56,20.78
128,48.20,25.66,24.17,21.30,21.56,20.69
130,48.45,25.75,24.25,21.30,21.56,20.61
132,48.84,25.84,24.34,21.38,21.56,20.69
134,49.10,25.93,24.52,21.38,21.56,20.35
136,49.49,25.93,24.52,21.38,21.56,20.43
138,49.62,26.02,24.60,21.38,21.56,20.43
140,49.89,26.10,24.69,21.38,21.56,20.52
142,50.15,26.19,24.87,21.38,21.56,20.61
144,50.55,26.28,24.87,21.38,21.56,20.69
146,50.69,26.37,24.96,21.47,21.56,20.61
148,50.96,26.46,25.13,21.47,21.56,20.69
150,51.23,26.55,25.13,21.47,21.56,20.52
152,51.51,26.64,25.22,21.47,21.56,20.52
154,51.79,26.73,25.31,21.47,21.56,20.52
156,51.92,26.82,25.40,21.47,21.64,20.61
158,52.20,26.91,25.48,21.47,21.56,20.61
160,52.34,26.91,25.57,21.56,21.56,20.52
162,52.63,26.99,25.66,21.56,21.56,20.52
165,52.77,27.08,25.75,21.47,21.64,20.61
167,52.63,27.17,25.84,21.56,21.56,20.52
169,52.49,27.26,25.93,21.56,21.64,20.52
171,52.34,27.35,26.02,21.73,21.64,20.52
173,52.49,27.44,26.10,21.64,21.56,20.61
175,52.49,27.53,26.19,21.64,21.56,20.52
177,52.49,27.53,26.28,21.64,21.64,20.52
179,52.49,27.71,26.37,21.64,21.64,20.52
181,52.49,27.71,26.46,21.64,21.64,20.52
183,52.63,27.80,26.46,21.73,21.64,20.61
185,52.63,27.89,26.64,21.73,21.73,20.52
187,52.77,27.98,26.64,21.73,21.73,20.52
189,52.91,27.98,26.73,21.73,21.64,20.52
191,53.06,28.16,26.82,21.73,21.64,20.52
193,53.20,28.25,26.91,21.73,21.64,20.52
195,53.34,28.34,26.99,21.82,21.73,20.61
197,53.49,28.43,26.99,21.82,21.73,20.52
199,53.63,28.43,27.08,21.82,21.73,19.57
201,53.93,28.52,27.17,21.82,21.64,20.52
203,54.07,28.61,27.26,21.82,21.73,20.61
205,54.22,28.71,27.35,21.82,21.73,20.52
207,54.37,28.80,27.35,21.82,21.73,20.35
209,54.52,28.89,27.44,21.90,21.73,20.61
211,54.67,28.98,27.53,21.90,21.73,20.52
213,54.82,29.07,27.62,21.90,21.73,20.52
215,54.97,29.07,27.71,21.90,21.73,20.52
217,55.12,29.16,27.80,21.90,21.82,20.52
219,55.27,29.25,27.89,21.99,21.82,20.52
221,55.42,29.34,27.89,21.90,21.82,20.52
224,55.57,29.43,27.98,21.99,21.73,20.52
226,55.73,29.53,28.07,21.99,21.82,20.35
228,55.88,29.62,28.16,21.99,21.82,20.43
230,56.03,29.62,28.25,22.08,21.82,20.43
232,56.19,29.71,28.25,22.08,21.82,20.35
