time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,21.82,21.38,21.21,21.30,21.90,20.43
2,21.82,21.38,21.21,21.30,21.99,20.43
4,21.82,21.30,21.21,21.21,21.82,20.43
6,21.90,21.30,21.21,21.30,21.90,20.52
8,21.90,21.30,21.21,21.21,21.90,20.52
10,21.99,21.38,21.21,21.30,21.90,20.43
12,22.16,21.38,21.21,21.30,21.90,20.52
14,22.34,21.38,21.21,21.21,21.90,20.26
16,22.51,21.38,21.21,21.30,21.90,20.61
18,22.77,21.38,21.21,21.21,21.90,20.43
20,23.03,21.47,21.21,21.21,21.90,20.43
22,23.29,21.47,21.21,21.30,21.90,20.43
24,23.64,21.56,21.21,21.21,21.90,20.43
26,23.99,21.56,21.30,21.21,21.90,20.43
28,24.25,21.56,21.30,21.30,21.82,20.35
30,24.60,21.64,21.38,21.30,21.82,20.43
32,24.96,21.64,21.38,21.21,21.82,20.35
34,25.31,21.73,21.38,21.21,21.82,20.43
36,25.66,21.82,21.47,21.21,21.82,20.35
38,26.02,21.82,21.47,21.21,21.73,20.35
40,26.37,21.90,21.56,21.21,21.73,20.35
42,26.73,21.90,21.56,21.21,21.73,20.35
44,27.08,21.99,21.64,21.21,21.73,20.35
46,27.35,21.99,21.64,21.21,21.73,20.35
48,27.71,22.08,21.73,21.21,21.73,20.26
51,28.07,22.16,21.73,21.21,21.56,20.35
53,28.34,22.16,21.82,21.21,21.64,20.18
55,28.61,22.25,21.82,21.21,21.56,20.35
57,28.98,22.25,21.90,21.21,21.64,20.26
59,29.25,22.34,21.99,21.21,21.64,20.26
61,29.53,22.42,21.99,21.21,21.64,20.26
63,29.80,22.42,22.08,21.21,21.64,20.35
65,30.17,22.51,22.08,21.21,21.64,20.26
67,30.45,22.60,22.16,21.21,21.64,20.35
69,30.63,22.60,22.16,21.21,21.64,20.26
71,30.91,22.68,22.25,21.21,21.64,20.26
73,31.19,22.68,22.25,21.21,21.64,20.26
75,31.47,22.77,22.34,21.21,21.64,20.26
77,31.66,22.86,22.42,21.21,21.64,20.26
79,31.94,22.94,22.42,21.21,21.56,20.26
81,32.13,22.94,22.51,21.21,21.56,20.26
83,32.32,23.03,22.51,21.21,21.56,20.26
85,32.60,23.12,22.60,21.21,21.56,20.26
87,32.79,23.12,22.60,21.21,21.56,20.26
89,32.98,23.21,22.68,21.21,21.56,20.35
91,33.18,23.21,22.77,21.21,21.56,20.26
93,33.37,23.29,22.77,21.21,21.56,20.26
95,33.66,23.38,22.86,21.21,21.64,20.26
97,33.85,23.47,22.86,21.21,21.56,20.18
99,34.04,23.47,22.94,21.21,21.56,20.26
101,34.14,23.47,22.94,21.21,21.56,20.26
103,34.33,23.64,23.03,21.21,21.56,20.26
105,34.24,23.64,23.12,21.21,21.56,20.26
108,34.24,23.73,23.12,21.21,21.56,20.26
110,34.24,23.73,23.21,21.21,21.56,20.26
112,34.24,23.82,23.29,21.21,21.56,19.92
114,34.33,23.90,23.29,21.21,21.56,20.18
116,34.43,23.90,23.38,21.21,21.47,20.18
118,34.53,23.99,23.38,21.21,21.47,20.09
120,34.63,24.08,23.47,21.21,21.56,20.26
122,34.73,24.08,23.47,21.21,21.47,20.26
124,34.82,24.17,23.55,21.21,21.47,20.26
126,34.92,24.25,23.64,21.21,21.47,20.26
128,35.12,24.25,23.64,21.21,21.47,20.26
130,35.22,24.34,23.73,21.21,21.47,20.26
132,35.32,24.43,23.73,21.21,21.47,20.18
134,35.42,24.43,23.82,21.21,21.47,20.26
136,35.51,24.52,23.82,21.21,21.47,20.26
138,35.71,24.52,23.90,21.30,21.47,20.18
140,35.81,24.60,23.90,21.30,21.38,20.18
142,35.91,24.69,23.99,21.30,21.56,20.18
144,36.11,24.69,23.99,21.30,21.47,20.26
146,36.21,24.78,24.08,21.30,21.47,20.18
148,36.31,24.87,24.08,21.21,21.47,20.26
150,36.41,24.87,24.17,21.30,21.47,20.35
152,36.51,24.96,24.17,21.30,21.47,20.26
154,36.72,24.96,24.25,21.30,21.47,20.09
156,36.82,25.04,24.25,21.30,21.38,20.09
