time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,20.69,20.52,19.66,19.49,20.09,19.32
2,20.69,20.52,19.66,19.49,20.18,19.32
4,20.69,20.52,19.66,19.49,20.09,19.32
6,20.69,20.52,19.66,19.49,20.18,19.40
8,20.69,20.52,19.75,19.49,20.18,19.40
10,20.69,20.52,19.75,19.49,20.18,19.40
12,20.61,20.52,19.66,19.49,20.18,19.40
14,20.69,20.52,19.75,19.49,20.18,19.23
16,20.69,20.52,19.75,19.49,20.18,19.32
18,20.69,20.52,19.75,19.49,20.18,19.49
20,20.69,20.52,19.75,19.49,20.18,19.23
22,20.69,20.61,19.75,19.49,20.18,19.32
24,20.78,20.61,19.75,19.57,20.18,19.32
26,20.69,20.61,19.75,19.57,20.18,19.40
28,20.69,20.61,19.75,19.57,20.18,19.32
30,20.69,20.61,19.83,19.40,20.18,19.32
32,20.69,20.69,19.75,19.57,20.18,19.40
34,20.61,20.69,19.83,19.57,20.18,19.40
36,20.78,20.69,19.75,19.57,20.18,19.23
38,20.78,20.78,19.83,19.57,20.18,19.14
40,20.78,20.78,19.83,19.57,20.18,19.32
42,20.78,20.78,19.83,19.57,20.18,19.32
44,20.78,20.87,19.83,19.57,20.18,19.32
46,20.78,20.87,19.83,19.57,20.09,19.32
48,20.78,20.87,19.83,19.57,20.18,19.32
51,20.78,20.95,19.83,19.57,20.18,19.23
53,20.78,21.04,19.92,19.57,20.18,19.32
55,20.78,21.04,19.92,19.57,20.18,19.23
57,20.78,21.04,19.92,19.57,20.09,19.40
59,20.78,21.13,19.92,19.57,20.09,19.23
61,20.78,21.13,19.92,19.57,20.18,19.32
63,20.78,21.21,19.92,19.57,20.18,19.23
65,20.78,21.21,19.83,19.66,20.18,19.23
67,20.78,21.30,20.00,19.66,20.09,19.23
69,20.78,21.30,20.00,19.66,20.09,19.32
71,20.87,21.38,20.00,19.57,20.09,19.32
73,20.87,21.38,20.09,19.57,20.09,19.23
75,20.87,21.47,20.00,19.66,20.18,19.23
77,20.87,21.47,20.09,19.57,20.09,19.32
79,20.87,21.56,20.09,19.66,20.18,19.14
81,20.87,21.56,20.09,19.66,20.09,19.32
