time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,24.69,24.52,23.99,23.99,24.78,23.29
2,24.69,24.60,24.08,23.99,24.69,23.29
4,24.69,24.43,24.08,23.99,24.69,23.38
6,24.69,24.43,24.08,23.99,24.78,23.38
8,24.69,24.43,24.08,23.99,24.69,23.38
10,24.69,24.43,24.08,24.08,24.69,23.55
12,24.69,24.43,24.08,24.08,24.69,23.38
14,24.69,24.43,24.08,24.08,24.69,23.38
16,24.69,24.43,24.08,23.99,24.69,23.38
18,24.69,24.43,24.08,24.08,24.69,23.38
20,24.78,24.43,24.08,24.08,24.78,23.29
22,24.69,24.43,24.08,24.08,24.78,23.38
24,24.78,24.43,24.08,23.99,24.34,23.29
26,24.78,24.43,24.08,23.99,24.69,23.29
28,24.78,24.43,24.08,24.08,24.78,23.29
30,24.78,24.43,24.08,23.99,24.69,23.29
32,24.78,24.52,24.08,23.99,24.69,23.38
34,24.78,24.43,24.08,24.08,24.78,23.38
36,24.78,24.52,24.08,24.08,24.69,23.38
38,24.78,24.52,24.08,24.08,24.69,23.29
40,24.78,24.43,24.08,24.08,24.78,23.29
42,24.78,24.52,24.08,24.08,24.69,23.29
44,24.78,24.52,24.08,24.08,24.69,23.38
46,24.78,24.52,24.08,24.08,24.69,23.38
48,24.78,24.52,24.17,24.08,24.78,23.29
51,24.87,24.52,24.17,24.08,24.78,23.29
53,24.87,24.52,24.17,24.08,24.69,23.29
55,24.87,24.52,24.17,24.08,24.78,23.29
57,24.87,24.52,24.17,24.08,24.69,23.29
59,24.87,24.52,24.17,24.08,24.69,23.38
61,24.87,24.60,24.17,24.08,24.69,23.38
63,24.87,24.60,24.17,24.08,24.69,23.29
65,24.96,24.60,24.17,23.99,24.69,23.29
67,24.96,24.60,24.17,24.08,24.69,23.29
69,24.96,24.60,24.25,24.08,24.60,23.29
71,24.96,24.60,24.25,24.08,24.60,23.29
73,24.96,24.60,24.25,23.99,24.69,23.29
75,24.96,24.60,24.25,24.08,24.60,23.29
77,25.04,24.69,24.25,23.99,24.60,23.29
79,25.04,24.69,24.25,23.99,24.60,23.29
81,25.04,24.69,24.25,23.99,24.60,23.38
83,25.04,24.69,24.25,23.99,24.52,23.29
85,25.04,24.69,24.25,23.99,24.60,23.29
87,25.04,24.69,24.34,23.99,24.60,23.29
89,25.13,24.69,24.34,23.99,24.60,23.29
91,25.13,24.69,24.34,23.99,24.60,23.29
93,25.13,24.78,24.34,23.99,24.52,23.29
95,25.13,24.78,24.34,23.99,24.60,23.29
