time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,24.60,24.17,24.17,24.25,24.69,23.73
2,24.60,24.17,24.17,24.25,24.69,23.73
4,24.60,24.17,24.17,24.25,24.69,23.82
6,24.69,24.17,24.17,24.17,24.78,23.90
8,24.60,24.17,24.17,24.17,24.43,23.90
10,24.69,24.17,24.17,24.17,24.69,23.90
12,24.78,24.17,24.17,24.17,24.69,23.82
14,24.96,24.17,24.17,24.17,24.69,23.82
16,25.22,24.17,24.17,24.17,24.69,23.82
18,25.40,24.17,24.25,23.90,24.69,23.82
20,25.75,24.25,24.25,24.17,24.69,23.90
22,26.10,24.25,24.25,24.17,24.69,23.99
24,26.46,24.25,24.34,24.17,24.69,24.08
26,26.91,24.25,24.34,24.17,24.69,24.08
28,27.35,24.25,24.43,24.17,24.69,23.99
30,27.71,24.34,24.52,24.17,24.60,23.99
32,28.16,24.34,24.52,24.17,24.69,23.90
34,28.61,24.34,24.60,24.17,24.69,23.82
36,29.07,24.43,24.69,24.17,24.60,23.73
38,29.53,24.43,24.78,24.17,24.69,23.73
40,29.99,24.52,24.87,24.17,24.60,23.73
42,30.45,24.52,24.96,24.17,24.60,23.73
44,30.82,24.52,25.04,24.17,24.60,23.73
46,31.28,24.60,25.13,24.17,24.60,23.73
48,31.75,24.60,25.22,24.17,24.60,23.64
51,32.13,24.69,25.31,24.08,24.60,23.55
53,32.60,24.69,25.40,24.17,24.60,23.73
55,32.98,24.78,25.48,24.17,24.60,23.64
57,33.46,24.78,25.66,24.08,24.52,23.73
59,33.85,24.87,25.66,24.08,24.60,23.73
61,34.24,24.87,25.84,24.17,24.60,23.73
63,34.63,24.96,25.93,24.17,24.60,23.73
65,35.02,24.96,26.02,24.08,24.52,23.73
67,35.32,24.96,26.10,24.08,24.52,23.73
69,35.71,25.04,26.19,24.17,24.60,23.64
71,36.11,25.13,26.28,24.08,24.60,23.64
73,36.41,25.13,26.37,24.17,24.52,23.64
75,36.82,25.22,26.46,24.17,24.60,23.82
77,37.12,25.22,26.55,24.08,24.52,23.82
79,37.43,25.22,26.64,24.17,24.52,23.64
81,37.84,25.40,26.73,24.17,24.52,23.73
83,38.05,25.40,26.82,24.17,24.52,23.64
85,38.46,25.48,26.91,24.17,24.52,23.73
87,38.67,25.48,26.99,24.17,24.52,23.64
89,39.09,25.57,26.99,24.17,24.52,23.73
91,39.30,25.66,27.08,24.17,24.52,23.64
93,39.62,25.66,27.26,24.17,24.52,23.73
95,39.94,25.75,27.26,24.17,24.52,23.73
97,40.15,25.75,27.35,24.17,24.52,23.64
99,40.48,25.84,27.44,24.17,24.52,23.64
101,40.69,25.84,27.44,24.17,24.52,23.64
103,41.02,25.93,27.53,24.17,24.17,23.64
105,41.24,26.02,27.62,24.17,24.52,23.64
108,41.46,26.02,27.71,24.17,24.69,23.64
110,41.68,26.10,27.80,24.34,24.52,23.64
112,41.90,26.19,27.80,24.17,24.52,23.55
114,42.13,26.19,27.89,24.25,24.52,23.64
116,42.35,26.28,27.89,24.17,24.52,23.64
118,42.57,26.28,27.98,24.17,24.52,23.64
120,42.80,26.37,28.07,24.25,24.52,23.64
122,43.03,26.46,28.07,24.25,24.52,23.64
124,43.26,26.46,28.16,24.25,24.52,23.64
126,43.48,26.55,28.25,24.25,24.52,23.64
128,43.72,26.64,28.25,24.25,24.52,23.64
130,43.95,26.64,28.34,24.25,24.52,23.64
132,44.06,26.73,28.43,24.25,24.52,23.64
134,44.30,26.73,28.43,24.25,24.52,23.55
136,44.53,26.82,28.52,24.25,24.52,23.64
138,44.77,26.91,28.52,24.25,24.52,23.64
140,44.88,26.91,28.61,24.34,24.52,23.64
142,45.12,26.91,28.71,24.34,24.52,23.64
144,45.36,26.99,28.71,24.34,24.52,23.64
146,45.48,27.08,28.80,24.34,24.43,23.73
148,45.72,27.17,28.89,24.34,24.52,23.64
150,45.84,27.17,28.89,24.34,24.52,23.64
152,46.08,27.26,28.98,24.34,24.52,23.73
154,46.20,27.26,28.98,24.34,24.52,23.64
156,46.33,27.35,29.07,24.34,24.52,23.64
158,46.45,27.44,29.16,24.34,24.52,23.64
160,46.69,27.44,29.16,24.43,24.52,23.64
162,46.82,27.53,29.25,24.43,24.52,23.64
165,47.06,27.53,29.25,24.43,24.52,23.64
167,47.19,27.62,29.34,24.43,24.52,23.64
169,47.31,27.71,29.34,24.43,24.52,23.64
171,47.56,27.71,29.43,24.43,24.52,23.64
173,47.69,27.80,29.43,24.43,24.52,23.64
175,47.82,27.80,29.53,24.43,24.52,23.55
177,47.94,27.89,29.62,24.52,24.52,23.55
179,48.20,27.89,29.62,24.52,24.52,23.47
181,48.32,27.98,29.71,24.52,24.52,23.64
183,48.45,28.07,29.71,24.52,24.60,23.64
185,48.58,28.07,29.80,24.52,24.52,23.64
187,48.71,28.16,29.80,24.52,24.52,23.64
189,48.84,28.25,29.89,24.52,24.52,23.64
191,48.97,28.25,29.89,24.52,24.52,23.64
193,49.10,28.34,29.99,24.52,24.52,23.64
195,49.23,28.34,29.99,24.52,24.52,23.55
197,49.36,28.43,30.08,24.60,24.52,23.64
199,49.49,28.43,30.08,24.60,24.52,23.64
201,49.62,28.52,30.17,24.60,24.60,23.64
203,49.75,28.52,30.17,24.60,24.52,23.64
205,49.89,28.61,30.26,24.60,24.60,23.55
207,50.02,28.71,30.26,24.60,24.52,23.55
209,50.15,28.71,30.35,24.69,24.60,23.55
211,50.29,28.80,30.35,24.60,24.60,23.90
213,50.42,28.80,30.45,24.69,24.60,23.64
215,50.55,28.89,30.45,24.69,24.52,23.64
217,50.69,28.89,30.45,24.69,24.60,23.64
219,50.69,28.98,30.54,24.69,24.60,23.64
222,50.96,28.98,30.63,24.78,24.60,23.64
224,50.96,29.07,30.63,24.78,24.60,23.64
226,51.10,29.07,30.72,24.78,24.60,23.64
228,51.23,29.16,30.72,24.78,24.60,23.64
230,51.23,29.25,30.82,24.78,24.60,23.64
232,51.37,29.25,30.82,24.78,24.69,23.64
234,51.51,29.34,30.82,24.78,24.60,23.64
236,51.65,29.34,30.91,24.78,24.60,23.64
238,51.65,29.43,30.91,24.87,24.60,23.64
240,51.79,29.43,31.00,24.87,24.60,23.73
242,51.92,29.53,31.00,24.87,24.69,23.64
244,52.06,29.53,31.10,24.87,24.60,23.64
246,52.20,29.62,31.10,24.87,24.69,23.64
248,52.34,29.62,31.10,24.87,24.60,23.64
250,52.34,29.71,31.19,24.87,24.69,23.55
252,52.49,29.71,31.19,24.87,24.60,23.64
254,52.49,29.80,31.28,24.96,24.69,23.64
256,52.63,29.80,31.28,24.96,24.69,23.64
258,52.77,29.89,31.38,24.96,24.69,23.64
260,52.77,29.99,31.38,24.96,24.69,23.64
262,52.91,29.99,31.38,24.96,24.69,23.64
264,52.91,29.99,31.47,24.96,24.69,23.64
266,53.06,30.08,31.47,25.04,24.69,23.55
268,53.06,30.08,31.47,25.04,24.69,23.64
270,53.20,30.17,31.56,25.04,24.69,23.64
272,53.20,30.17,31.66,25.04,24.69,23.64
274,53.20,30.26,31.66,25.04,24.69,23.64
276,53.06,30.35,31.75,25.04,24.87,23.64
278,53.06,30.35,31.75,25.13,24.69,23.64
281,53.06,30.35,31.85,25.13,24.69,23.64
283,53.06,30.45,31.85,25.13,24.69,23.64
285,53.06,30.45,31.85,25.13,24.69,23.64
287,53.06,30.54,31.94,25.13,24.78,23.55
289,53.06,30.54,31.94,25.13,24.78,23.38
291,53.06,30.63,32.03,25.13,24.78,23.64
293,53.20,30.63,32.03,25.13,24.69,23.64
295,53.20,30.72,32.03,25.22,24.78,23.64
297,53.20,30.72,32.13,25.22,24.78,23.55
299,53.20,30.82,32.22,25.22,24.78,23.64
301,53.20,30.82,32.22,25.22,24.78,23.64
303,53.34,30.91,32.22,25.22,24.87,23.64
305,53.34,30.91,32.32,25.22,24.78,23.64
307,53.34,31.00,32.32,25.31,24.78,23.64
309,53.34,31.00,32.41,25.31,24.78,23.64
311,53.34,31.10,32.41,25.31,24.78,23.55
313,53.20,31.10,32.51,25.31,24.78,23.64
315,53.06,31.19,32.51,25.31,24.78,23.64
317,52.91,31.19,32.51,25.31,24.87,23.64
319,52.91,31.28,32.51,25.31,24.87,23.64
321,52.91,31.28,32.60,25.31,24.87,23.64
323,52.77,31.28,32.60,25.40,24.43,23.55
325,52.77,31.38,32.70,25.40,24.87,23.64
327,52.77,31.38,32.70,25.40,24.87,23.64
329,52.77,31.47,32.70,25.40,24.87,23.64
331,52.77,31.47,32.79,25.40,24.87,23.73
333,52.77,31.56,32.79,25.40,24.87,23.64
335,52.77,31.56,32.79,25.48,24.87,23.64
338,52.77,31.56,32.79,25.48,24.87,23.64
340,52.63,31.66,32.89,25.48,24.87,23.64
342,52.63,31.66,32.89,25.48,24.96,23.73
344,52.77,31.75,32.89,25.48,24.96,23.64
346,52.77,31.75,32.89,25.48,25.04,23.64
348,52.77,31.85,32.98,25.48,24.96,23.73
350,52.77,31.85,32.98,25.57,24.96,23.55
352,52.77,31.94,32.98,25.48,24.96,23.64
354,52.91,31.94,33.08,25.57,24.87,23.64
356,52.77,31.94,33.08,25.57,24.96,23.64
358,52.91,32.03,33.18,25.57,24.87,23.64
360,52.91,32.03,33.18,25.57,24.96,23.73
362,52.91,32.13,33.27,25.57,24.96,23.64
364,52.91,32.13,33.27,25.66,24.96,23.73
366,52.91,32.22,33.37,25.66,24.96,23.55
368,52.91,32.22,33.37,25.66,24.96,23.64
370,52.91,32.22,33.37,25.66,24.96,23.64
372,52.91,32.32,33.46,25.66,24.96,23.64
374,53.06,32.32,33.46,25.66,25.04,23.64
376,53.06,32.32,33.46,25.66,25.04,23.64
378,53.06,32.41,33.56,25.75,25.04,23.64
380,53.06,32.41,33.56,25.75,25.04,23.64
382,53.06,32.51,33.66,25.75,25.04,23.64
384,53.06,32.51,33.66,25.75,25.04,23.55
386,53.06,32.60,33.75,25.75,25.13,23.55
388,53.06,32.60,33.75,25.75,24.78,23.64
390,53.06,32.70,33.85,25.75,25.04,23.64
392,53.06,32.70,33.85,25.84,25.04,23.55
395,53.20,32.70,33.85,25.84,25.13,23.64
397,53.06,32.79,33.95,25.84,25.04,23.64
399,53.20,32.79,33.95,25.84,24.96,23.64
401,53.20,32.79,34.04,25.84,25.13,23.64
403,53.20,32.89,34.04,25.84,25.04,23.64
405,53.06,32.89,34.14,25.84,25.13,23.64
407,53.06,32.89,34.14,25.84,25.13,23.64
409,53.06,32.98,34.24,25.93,25.13,23.64
411,53.06,32.98,34.24,25.93,25.13,23.73
413,53.06,33.08,34.24,25.93,25.13,23.64
415,53.06,33.08,34.33,25.93,25.13,23.64
417,53.06,33.18,34.33,25.93,25.13,23.64
419,53.06,33.18,34.43,25.93,25.13,23.82
421,53.06,33.18,34.43,25.93,25.13,23.64
423,53.20,33.27,34.43,25.93,25.13,23.64
425,53.06,33.27,34.53,26.02,25.22,23.55
427,53.20,33.37,34.53,26.02,25.13,23.64
429,53.20,33.37,34.53,26.02,25.22,23.55
431,53.20,33.37,34.63,26.02,25.22,23.55
433,53.20,33.46,34.63,26.02,25.31,23.55
435,53.20,33.46,34.73,26.02,25.22,23.64
437,53.34,33.46,34.73,26.02,25.22,23.64
439,53.34,33.56,34.73,26.10,25.22,23.55
441,53.34,33.56,34.82,26.10,25.22,23.55
443,53.34,33.56,34.82,26.10,25.40,23.64
445,53.34,33.66,34.82,26.10,25.31,23.55
447,53.34,33.66,34.92,26.10,25.22,23.55
449,53.49,33.75,34.92,26.10,25.22,23.64
452,53.49,33.75,34.92,26.10,25.31,23.64
454,53.63,33.75,35.02,26.10,25.31,23.64
456,53.63,33.85,35.02,26.10,25.31,23.73
458,53.63,33.85,35.02,26.19,25.31,23.64
460,53.63,33.85,35.12,26.19,25.31,23.64
462,53.78,33.95,35.12,26.19,25.31,23.64
464,53.63,33.95,35.12,26.19,25.31,23.64
466,53.78,34.04,35.22,26.19,25.31,23.64
468,53.78,34.04,35.22,26.19,25.31,23.64
470,53.78,34.04,35.22,26.19,25.40,23.55
472,53.78,34.04,35.32,26.19,25.31,23.64
474,53.93,34.14,35.32,26.28,25.40,23.64
476,53.93,34.14,35.32,26.28,25.31,23.64
478,53.93,34.24,35.32,26.28,25.40,23.64
480,53.93,34.24,35.42,26.28,25.40,23.64
482,54.07,34.24,35.42,26.28,25.40,23.64
484,54.07,34.33,35.51,26.28,25.40,23.64
486,54.07,34.33,35.51,26.28,25.40,23.64
488,54.07,34.33,35.51,26.37,25.40,23.73
490,54.22,34.33,35.51,26.37,25.40,23.64
492,54.22,34.43,35.51,26.37,25.48,23.64
494,54.22,34.43,35.61,26.37,25.40,23.64
496,54.22,34.43,35.61,26.37,25.40,23.55
498,54.22,34.53,35.71,26.37,25.40,23.64
500,54.22,34.53,35.71,26.37,25.40,23.64
502,54.37,34.63,35.71,26.37,25.40,23.64
504,54.37,34.63,35.81,26.37,25.48,23.64
506,54.37,34.63,35.81,26.46,25.48,23.64
509,54.37,34.73,35.81,26.46,25.48,23.64
511,54.37,34.73,35.81,26.46,25.48,23.64
513,54.52,34.73,35.91,26.46,25.48,23.64
515,54.52,34.82,35.91,26.46,25.40,23.64
517,54.67,34.82,35.91,26.46,25.48,23.55
519,54.67,34.82,35.91,26.46,25.48,23.64
521,54.52,34.92,35.91,26.55,25.48,23.55
523,54.67,34.92,36.01,26.55,25.48,23.64
525,54.67,34.92,36.01,26.55,25.57,23.64
527,54.82,35.02,36.11,26.55,25.57,23.64
529,54.67,35.02,36.11,26.55,25.57,23.55
531,54.82,35.02,36.11,26.55,25.48,23.64
533,54.82,35.02,36.11,26.55,25.66,23.55
535,54.82,35.12,36.11,26.55,25.57,23.64
537,54.82,35.12,36.21,26.64,25.57,23.55
539,54.97,35.12,36.21,26.64,25.57,23.55
541,54.82,35.22,36.21,26.64,25.57,23.55
543,54.97,35.22,36.31,26.64,25.57,23.64
545,54.97,35.22,36.31,26.64,25.66,23.64
547,54.97,35.32,36.31,26.64,25.66,23.64
549,54.97,35.32,36.31,26.64,25.57,23.55
551,54.97,35.32,36.31,26.64,25.66,23.64
553,55.12,35.42,36.41,26.64,25.66,23.64
555,55.12,35.42,36.41,26.73,25.66,23.64
557,55.12,35.42,36.41,26.73,25.66,23.64
559,55.27,35.42,36.41,26.73,25.66,23.64
561,55.27,35.51,36.41,26.73,25.66,23.73
563,55.27,35.51,36.51,26.73,25.66,23.47
565,55.27,35.51,36.51,26.73,25.66,23.64
568,55.27,35.61,36.51,26.73,25.66,23.64
570,55.27,35.61,36.51,26.73,25.66,23.64
572,55.27,35.61,36.62,26.82,25.66,23.64
574,55.42,35.71,36.62,26.82,25.75,23.64
576,55.42,35.71,36.62,26.82,25.75,23.55
578,55.42,35.71,36.62,26.82,25.84,23.64
580,55.42,35.61,36.72,26.82,25.75,23.64
582,55.42,35.81,36.72,26.82,25.75,23.64
584,55.42,35.81,36.72,26.82,25.48,23.47
586,55.57,35.81,36.72,26.91,25.66,23.64
588,55.57,35.91,36.82,26.91,25.66,23.55
590,55.57,35.91,36.72,26.91,25.75,23.64
592,55.57,35.91,36.82,26.91,25.66,23.73
594,55.57,36.01,36.82,26.91,25.75,23.73
596,55.57,36.01,36.82,26.91,25.75,23.64
598,55.57,36.01,36.92,26.91,25.66,23.64
600,55.73,36.11,36.92,26.91,25.75,23.64
602,55.73,36.11,36.92,26.99,25.75,23.55
604,55.73,36.11,36.92,26.99,25.93,23.55
606,55.73,36.11,36.92,26.91,25.84,23.55
608,55.73,36.11,36.92,26.99,25.84,23.64
610,55.88,36.21,37.02,26.99,25.84,23.82
612,55.88,36.21,37.02,26.99,25.84,23.64
614,55.88,36.21,37.02,26.99,25.84,23.64
616,55.88,36.31,37.02,26.99,25.84,23.55
618,55.88,36.31,37.12,26.99,25.84,23.55
620,55.88,36.31,37.02,27.08,25.84,23.55
622,55.88,36.41,37.12,27.08,25.84,23.64
625,55.88,36.41,37.12,27.08,25.84,23.55
627,55.88,36.41,37.12,27.08,25.93,23.64
629,56.03,36.41,37.12,27.08,25.84,23.64
631,56.03,36.51,37.12,27.08,25.84,23.55
633,56.03,36.51,37.12,27.08,25.84,23.64
635,56.03,36.51,37.22,27.08,25.93,23.55
637,56.03,36.51,37.22,27.17,25.93,23.47
639,56.03,36.62,37.22,27.08,25.93,23.55
641,56.03,36.62,37.33,27.17,25.93,23.64
643,56.19,36.62,37.22,27.17,26.02,23.64
645,56.19,36.62,37.33,27.17,25.93,23.64
647,56.03,36.72,37.33,27.17,25.93,23.55
649,56.19,36.72,37.33,27.17,25.93,23.64
651,56.19,36.72,37.33,27.17,25.93,23.64
653,56.19,36.82,37.43,27.17,26.02,23.55
655,56.34,36.82,37.43,27.17,26.02,23.64
657,56.19,36.82,37.43,27.17,26.02,23.64
659,56.19,36.82,37.43,27.26,26.02,23.64
661,56.34,36.92,37.43,27.26,26.02,23.47
663,56.34,36.92,37.43,27.26,26.10,23.64
665,56.34,36.92,37.53,27.26,26.02,23.64
