time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,25.04,24.87,24.08,23.73,24.34,23.73
2,25.04,24.87,24.08,23.73,24.34,23.82
4,25.13,24.87,24.08,23.73,24.34,23.73
6,25.13,24.87,24.17,23.73,24.34,23.82
8,25.31,24.87,24.08,23.73,24.43,23.73
10,25.40,24.87,24.08,23.73,24.34,23.82
12,25.57,24.87,24.08,23.73,24.43,23.82
14,25.84,24.87,24.08,23.73,24.34,23.82
16,26.10,24.87,24.17,23.73,24.34,23.82
18,26.46,24.87,24.17,23.73,24.43,23.82
20,26.82,24.96,24.17,23.73,24.43,23.64
22,27.17,24.96,24.17,23.73,24.43,23.73
24,27.53,24.96,24.17,23.73,24.43,23.82
26,27.89,24.96,24.17,23.73,24.43,23.73
28,28.34,25.04,24.25,23.73,24.34,23.73
30,28.71,25.04,24.25,23.73,24.43,23.55
32,29.07,25.04,24.25,23.73,24.43,23.73
34,29.53,25.04,24.25,23.73,24.43,23.55
36,29.99,25.13,24.34,23.73,24.43,23.64
38,30.35,25.13,24.34,23.73,24.43,23.82
40,30.82,25.22,24.34,23.73,24.43,23.73
42,31.19,25.22,24.43,23.82,24.43,23.55
44,31.66,25.22,24.43,23.82,24.43,23.73
46,32.03,25.31,24.52,23.82,24.43,23.90
48,32.41,25.31,24.52,23.82,24.43,23.99
51,32.89,25.40,24.60,23.82,24.43,23.55
53,33.27,25.48,24.60,23.82,24.43,23.90
55,33.66,25.48,24.60,23.90,24.43,23.82
57,34.04,25.48,24.69,23.82,24.43,23.90
59,34.43,25.57,24.78,23.82,24.43,23.90
61,34.82,25.66,24.78,23.82,24.43,23.90
63,35.22,25.75,24.87,23.82,24.43,23.90
65,35.51,25.75,24.87,23.82,24.43,23.99
67,35.91,25.84,24.96,23.82,24.43,23.82
69,36.31,25.84,24.96,23.82,24.43,23.90
71,36.62,25.93,25.04,23.82,24.43,23.82
73,37.02,25.93,25.13,23.82,24.43,23.73
75,37.33,26.02,25.13,23.82,24.43,23.90
77,37.63,26.10,25.22,23.90,24.43,23.82
79,38.05,26.19,25.22,23.90,24.43,23.99
81,38.36,26.19,25.31,23.90,24.43,23.99
83,38.67,26.28,25.31,23.90,24.52,23.99
85,38.98,26.37,25.40,23.90,24.52,23.99
87,39.30,26.37,25.48,23.90,24.52,23.99
