time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,25.31,25.04,24.17,23.90,24.52,23.55
2,25.31,25.13,24.17,23.82,24.52,23.47
4,25.31,25.04,24.17,23.82,24.52,23.55
6,25.22,25.04,24.17,23.82,24.52,23.55
8,25.40,25.13,24.25,23.90,24.52,23.55
10,25.40,25.04,24.25,23.90,24.52,23.55
12,25.57,25.13,24.25,23.82,24.52,23.64
14,25.66,25.13,24.25,23.90,24.52,23.73
16,25.84,25.13,24.25,23.90,24.52,23.55
18,26.10,25.13,24.25,23.90,24.52,24.25
20,26.28,25.13,24.34,23.90,24.52,23.55
22,26.55,25.13,24.25,23.90,24.52,23.38
24,26.82,25.22,24.34,23.90,24.52,23.47
26,27.08,25.22,24.34,23.90,24.52,23.47
28,27.35,25.31,24.43,23.90,24.43,23.47
30,27.71,25.31,24.43,23.90,24.43,23.55
32,27.98,25.31,24.43,23.90,24.43,23.55
34,28.34,25.40,24.43,23.90,24.43,23.47
36,28.61,25.48,24.52,23.90,24.43,23.73
38,28.98,25.48,24.52,23.90,24.60,23.64
40,29.25,25.57,24.52,23.90,24.43,23.64
42,29.62,25.57,24.60,23.90,24.43,23.38
44,29.89,25.66,24.60,23.90,24.34,23.55
46,30.26,25.75,24.60,23.90,24.52,23.64
48,30.54,25.75,24.69,23.90,24.43,23.55
51,30.91,25.84,24.69,23.90,24.60,23.38
53,31.19,26.02,24.78,23.90,24.43,23.55
55,31.56,26.02,24.78,23.90,24.52,23.64
57,31.85,26.02,24.87,23.99,24.60,23.47
59,32.13,26.10,24.87,23.99,24.34,23.47
61,32.41,26.19,24.96,23.99,24.52,23.55
63,32.79,26.28,24.96,23.99,24.43,23.55
65,33.08,26.37,25.04,23.99,24.52,23.55
67,33.37,26.46,25.04,23.99,24.52,23.47
69,33.66,26.55,25.13,23.99,24.52,23.47
71,33.95,26.64,25.22,23.99,24.52,23.47
73,34.24,26.73,25.22,23.99,24.52,23.47
75,34.53,26.82,25.31,23.99,24.52,23.47
77,34.82,26.82,25.40,24.08,24.52,23.47
79,35.12,26.91,25.40,23.99,24.52,23.47
81,35.42,26.99,25.31,24.08,24.52,23.29
83,35.71,27.17,25.57,24.08,24.52,23.47
85,36.01,27.17,25.57,24.08,24.52,23.29
87,36.21,27.26,25.66,24.08,24.52,23.47
89,36.51,27.44,25.75,24.08,24.52,23.29
91,36.82,27.53,25.75,24.08,24.52,23.29
93,37.02,27.62,25.84,24.08,24.52,23.47
95,37.33,27.71,25.93,24.08,24.52,23.29
97,37.53,27.80,26.02,24.17,24.52,23.29
99,37.84,27.89,26.02,24.17,24.52,23.21
101,38.05,27.98,26.19,24.17,24.52,23.38
103,38.36,28.07,26.19,24.17,24.52,23.21
105,38.57,28.16,26.28,24.17,24.52,23.47
108,38.88,28.25,26.37,24.25,24.60,23.12
110,39.09,28.34,26.37,24.25,24.60,23.38
112,39.30,28.43,26.55,24.25,24.60,23.47
114,39.62,28.52,26.64,24.25,24.60,23.47
116,39.83,28.71,26.73,24.25,24.60,23.55
118,40.05,28.80,26.82,24.25,24.52,23.47
120,40.37,28.98,26.91,24.34,24.60,23.55
122,40.59,28.98,26.99,24.34,24.60,23.47
124,40.80,29.07,26.99,24.34,24.60,23.73
126,41.02,29.16,27.17,24.34,24.69,23.47
128,41.24,29.34,27.26,24.43,24.60,23.38
130,41.46,29.43,27.35,24.43,24.60,22.86
132,41.68,29.53,27.44,24.43,23.90,23.47
134,41.90,29.62,27.53,24.43,24.69,23.38
136,42.13,29.71,27.62,24.43,24.69,23.29
138,42.35,29.80,27.71,24.52,24.60,23.47
140,42.57,29.99,27.80,24.52,24.69,23.38
142,42.80,29.99,27.89,24.52,24.60,23.47
144,43.03,30.17,27.98,24.52,24.69,23.73
146,43.14,30.26,28.07,24.60,24.69,23.38
148,43.37,30.35,28.25,24.60,24.69,23.47
150,43.60,30.45,28.34,24.60,24.69,23.38
152,43.83,30.63,28.43,24.60,24.69,23.38
154,44.06,30.72,28.52,24.60,24.78,23.38
156,44.30,30.82,28.61,24.69,24.69,23.38
158,44.41,30.91,28.71,24.69,24.69,23.38
160,44.65,31.00,28.89,24.78,24.78,23.47
162,44.88,31.10,28.98,24.69,24.78,23.55
165,45.00,31.19,29.07,24.78,24.78,23.21
167,45.24,31.38,29.16,24.78,24.78,23.38
169,45.48,31.47,29.25,24.78,24.78,23.47
171,45.72,31.56,29.34,24.78,24.78,23.38
173,45.84,31.47,29.53,24.87,24.78,23.47
175,45.96,31.75,29.62,24.87,24.69,23.47
177,46.20,31.85,29.71,24.87,24.78,23.47
179,46.45,31.94,29.80,24.87,24.78,23.55
181,46.57,32.13,29.89,24.87,24.78,23.38
183,46.82,32.22,30.08,24.96,24.78,23.38
185,46.94,32.32,30.17,24.96,24.87,23.64
187,47.06,32.41,30.26,24.96,24.87,23.29
189,47.31,32.51,30.35,25.04,24.78,23.38
