time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,26.46,26.37,25.57,25.13,25.66,24.96
2,26.46,26.37,25.57,25.13,25.75,25.04
4,26.46,26.37,25.57,25.13,25.66,25.13
6,26.46,26.37,25.57,25.13,25.66,25.04
8,26.46,26.37,25.57,25.13,25.75,25.13
10,26.46,26.37,25.57,25.13,25.75,24.96
12,26.46,26.37,25.57,25.13,25.75,24.96
14,26.46,26.37,25.57,25.13,25.75,24.96
16,26.46,26.37,25.57,25.13,25.75,24.87
18,26.46,26.37,25.57,25.13,25.75,24.78
20,26.46,26.37,25.57,25.13,25.75,24.87
22,26.46,26.37,25.57,25.13,25.75,24.78
24,26.46,26.37,25.57,25.13,25.75,24.87
26,26.46,26.37,25.57,25.13,25.75,24.78
28,26.46,26.37,25.57,25.13,25.75,24.78
30,26.46,26.37,25.57,25.13,25.75,24.87
32,26.55,26.37,25.66,25.13,25.66,24.87
34,26.46,26.37,25.66,25.13,25.75,24.78
36,26.46,26.37,25.66,25.13,25.66,24.78
38,26.55,26.37,25.66,25.13,25.75,24.87
40,26.55,26.37,25.66,25.13,25.66,24.96
42,26.55,26.37,25.66,25.13,25.75,24.78
44,26.55,26.37,25.66,25.13,25.75,24.43
46,26.55,26.37,25.66,25.13,25.75,24.87
48,26.55,26.37,25.66,25.13,25.75,24.78
51,26.55,26.37,25.66,25.13,25.75,24.78
53,26.55,26.46,25.66,25.13,25.66,24.78
55,26.55,26.37,25.66,25.13,25.66,24.78
57,26.55,26.46,25.75,25.13,25.75,24.78
59,26.55,26.46,25.75,25.13,25.75,24.96
61,26.55,26.46,25.75,25.13,25.75,24.96
63,26.64,26.46,25.75,25.13,25.84,25.04
65,26.64,26.46,25.75,25.13,25.75,24.96
67,26.64,26.46,25.75,25.13,25.75,25.04
69,26.64,26.46,25.75,25.13,25.75,24.96
71,26.64,26.55,25.84,25.13,25.75,24.96
73,26.64,26.55,25.75,25.13,25.75,25.04
75,26.64,26.55,25.84,25.13,25.75,24.87
77,26.64,26.55,25.84,25.13,25.75,24.96
79,26.64,26.55,25.84,25.13,25.75,24.96
81,26.64,26.55,25.84,25.13,25.75,24.87
83,26.64,26.55,25.84,25.13,25.66,24.87
85,26.64,26.64,25.84,25.13,25.75,24.96
87,26.73,26.64,25.93,25.13,25.75,24.87
89,26.73,26.64,25.93,25.13,25.75,24.96
91,26.73,26.64,25.93,25.22,25.75,24.78
93,26.73,26.64,25.93,25.13,25.75,24.78
95,26.73,26.64,25.93,25.22,25.84,24.96
97,26.73,26.64,25.93,25.22,25.75,24.87
99,26.73,26.73,25.93,25.22,25.75,24.87
101,26.73,26.73,26.02,25.13,25.75,24.87
103,26.82,26.73,26.02,25.22,25.75,24.78
105,26.73,26.73,26.02,25.22,25.84,24.78
108,26.82,26.73,26.02,25.13,25.75,24.78
110,26.82,26.82,26.02,25.22,25.75,24.69
112,26.82,26.82,26.10,25.22,25.75,24.78
114,26.82,26.82,26.10,25.13,25.75,24.87
116,26.82,26.82,26.10,25.13,25.75,24.78
118,26.82,26.91,26.10,25.22,25.75,24.78
120,26.82,26.91,26.10,25.22,25.75,24.78
122,26.82,26.91,26.10,25.22,25.75,24.78
