time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,26.55,26.19,25.75,25.48,26.10,25.93
2,26.55,26.19,25.75,25.48,26.10,26.02
4,26.64,26.19,25.75,25.40,26.10,26.02
6,26.73,26.19,25.75,25.48,26.10,25.93
8,26.91,26.19,25.75,25.48,26.10,25.84
10,27.17,26.19,25.75,25.48,26.10,25.93
12,27.53,26.19,25.75,25.48,26.10,25.93
14,27.89,26.19,25.75,25.48,26.10,25.75
16,28.34,26.19,25.75,25.40,26.02,25.75
18,28.80,26.28,25.84,25.48,26.02,25.75
20,29.34,26.28,25.84,25.48,26.10,25.75
22,29.71,26.28,25.84,25.48,26.02,25.66
24,30.26,26.37,25.93,25.48,26.10,25.57
26,30.82,26.37,25.93,25.48,26.10,25.31
28,31.38,26.37,25.93,25.48,26.10,25.31
30,31.85,26.46,26.02,25.40,26.10,25.04
32,32.41,26.46,26.10,25.40,26.10,25.13
34,32.89,26.46,26.19,25.48,26.10,25.13
36,33.46,26.55,26.19,25.40,26.02,25.04
38,33.95,26.55,26.37,25.48,26.02,25.13
40,34.53,26.55,26.37,25.48,26.10,25.04
42,35.02,26.64,26.46,25.48,26.02,25.22
44,35.51,26.73,26.64,25.40,26.02,25.13
46,36.01,26.73,26.73,25.48,26.02,25.22
48,36.51,26.73,26.82,25.48,26.02,25.13
51,37.02,26.82,26.91,25.48,26.02,25.13
53,37.43,26.91,26.99,25.48,26.02,25.40
55,37.94,26.91,27.17,25.40,26.02,25.48
57,38.36,26.99,27.26,25.48,26.02,25.57
59,38.77,27.08,27.35,25.40,26.02,25.57
61,39.30,27.08,27.44,25.48,26.02,25.40
63,39.73,27.17,27.62,25.48,26.02,25.40
65,40.15,27.26,27.71,25.31,26.10,25.57
67,40.59,27.35,27.80,25.48,26.19,25.66
69,41.02,27.35,27.89,25.48,26.10,25.66
71,41.46,27.44,27.98,25.48,26.10,25.57
73,41.79,27.53,28.16,25.48,26.02,25.48
75,42.24,27.53,28.25,25.48,26.02,25.48
77,42.57,27.62,28.34,25.48,26.10,25.31
79,42.91,27.71,28.43,25.48,26.02,25.31
81,43.26,27.80,28.61,25.48,26.02,25.40
83,43.72,27.80,28.71,25.48,26.10,25.22
85,44.06,27.89,28.80,25.48,26.02,25.22
87,44.41,27.98,28.89,25.57,26.02,25.31
89,44.77,28.07,29.07,25.48,26.02,25.40
91,45.00,28.16,29.16,25.57,26.10,25.31
93,45.36,28.16,29.25,25.57,26.02,25.31
95,45.60,28.25,29.34,25.57,26.02,25.22
97,45.72,28.34,29.43,25.57,26.02,25.31
99,45.96,28.43,29.62,25.57,26.02,25.31
101,46.20,28.52,29.71,25.57,26.02,25.40
103,46.45,28.52,29.71,25.57,26.02,25.22
105,46.69,28.61,29.89,25.57,26.02,25.22
108,46.82,28.71,29.99,25.57,26.02,25.31
110,47.06,28.80,30.08,25.57,26.02,25.31
112,47.31,28.89,30.17,25.66,26.02,25.31
114,47.56,28.98,30.26,25.66,26.02,25.40
116,47.69,28.98,30.45,25.66,26.10,25.48
118,47.94,29.07,30.54,25.66,26.10,25.48
120,48.20,29.16,30.63,25.66,26.02,25.57
122,48.32,29.25,30.72,25.75,26.02,25.57
124,48.58,29.34,30.82,25.75,26.02,25.48
126,48.84,29.34,30.91,25.66,26.10,25.48
128,48.97,29.43,31.10,25.66,26.10,25.48
130,49.23,29.53,31.19,25.66,26.10,25.48
132,49.36,29.62,31.28,25.75,26.02,25.66
134,49.75,29.71,31.38,25.75,26.10,25.93
136,49.89,29.80,31.47,25.75,26.02,25.57
138,50.15,29.89,31.56,25.75,26.10,25.66
140,50.29,29.99,31.75,25.75,26.10,25.40
142,50.55,30.08,31.75,25.75,26.10,25.31
144,50.82,30.08,31.94,25.75,26.10,25.40
146,51.10,30.17,32.03,25.84,26.10,25.31
148,51.23,30.26,32.13,25.84,26.10,25.40
150,51.51,30.35,32.22,25.84,26.10,25.40
152,51.65,30.45,32.32,25.84,26.10,25.40
154,51.92,30.54,32.41,25.84,26.10,25.48
156,52.06,30.63,32.51,25.84,26.10,25.31
158,52.34,30.72,32.60,25.93,26.10,25.40
160,52.49,30.72,32.79,25.93,26.10,25.40
162,52.63,30.82,32.89,25.93,26.10,25.40
165,52.91,30.91,32.98,25.93,26.10,25.22
167,53.06,31.00,32.98,25.93,26.10,25.31
169,53.34,31.10,33.27,25.93,26.10,25.31
171,53.49,31.19,33.27,26.02,26.10,25.31
173,53.78,31.28,33.37,26.02,26.19,25.22
175,53.93,31.38,33.46,26.02,26.19,25.22
177,54.07,31.38,33.56,26.02,26.10,25.22
179,54.22,31.47,33.66,26.02,26.19,25.31
181,54.52,31.56,33.75,26.02,26.19,25.31
183,54.67,31.66,33.85,26.10,26.02,25.31
185,54.82,31.75,33.95,26.10,26.19,25.31
187,54.97,31.85,34.14,26.10,26.19,24.25
189,55.12,31.85,34.14,26.10,26.19,25.31
191,55.42,31.94,34.24,26.10,26.19,25.31
193,55.57,32.03,34.33,26.10,26.19,25.22
195,55.73,32.13,34.43,26.19,26.19,25.22
197,55.88,32.22,34.53,26.19,26.19,25.31
199,56.03,32.32,34.63,26.19,26.19,25.31
201,56.03,32.32,34.63,26.19,26.28,25.22
203,56.19,32.41,34.73,26.19,26.19,25.31
205,56.34,32.51,34.82,26.19,26.28,25.13
207,56.50,32.60,34.82,26.28,26.28,25.04
209,56.66,32.70,34.92,26.28,26.28,25.13
211,56.82,32.79,35.02,26.28,26.28,25.13
213,56.82,32.89,35.12,26.28,26.28,25.22
215,56.97,32.89,35.12,26.37,26.28,25.22
217,57.13,32.98,35.22,26.28,26.28,25.22
219,57.29,33.08,35.32,26.37,26.28,25.22
222,57.45,33.18,35.42,26.37,26.37,25.31
224,57.61,33.27,35.51,26.37,26.37,25.31
226,57.78,33.37,35.61,26.37,26.37,25.31
228,57.94,33.37,35.61,26.37,26.28,25.40
230,58.10,33.46,35.71,26.46,26.37,25.40
232,58.27,33.56,35.81,26.46,26.37,25.40
234,58.43,33.66,35.91,26.46,26.37,25.31
236,58.43,33.75,35.91,26.46,26.37,25.40
238,58.60,33.75,36.01,26.55,26.37,25.40
240,58.76,33.85,36.11,26.55,26.37,25.48
242,58.93,33.95,36.21,26.55,26.37,25.75
244,59.10,34.04,36.31,26.55,26.37,25.93
246,59.10,34.14,36.41,26.55,26.28,25.84
248,59.27,34.14,36.41,26.64,26.46,25.93
250,59.43,34.24,36.51,26.64,26.46,25.84
252,59.60,34.33,36.62,26.64,26.46,25.66
254,59.60,34.43,36.72,26.64,26.46,25.75
256,59.78,34.43,36.72,26.64,26.46,25.75
258,59.95,34.53,36.82,26.73,26.55,25.66
260,60.12,34.63,36.92,26.73,26.46,25.75
262,60.29,34.73,37.02,26.73,26.55,25.75
264,60.47,34.82,37.02,26.73,26.55,25.75
266,60.64,34.82,37.12,26.82,26.55,25.66
268,60.64,34.92,37.22,26.82,26.37,25.48
270,60.82,35.02,37.22,26.82,26.55,25.66
272,60.99,35.12,37.33,26.82,26.55,25.48
274,61.17,35.12,37.43,26.82,26.55,25.66
276,61.17,35.22,37.53,26.91,26.55,25.75
278,61.35,35.32,37.63,26.91,26.55,25.66
281,61.53,35.42,37.63,26.91,26.55,25.31
283,61.71,35.42,37.74,26.91,26.55,25.40
