time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,23.21,22.86,22.42,22.25,22.94,22.60
2,23.21,22.86,22.42,22.25,22.94,22.60
4,23.21,22.86,22.42,22.25,22.94,22.51
6,23.21,22.86,22.42,22.25,22.94,22.68
8,23.21,22.86,22.42,22.08,22.94,22.60
10,23.29,22.86,22.42,22.34,22.94,22.60
12,23.47,22.94,22.42,22.25,23.03,22.68
14,23.55,22.94,22.42,22.34,22.86,22.77
16,23.73,22.94,22.51,22.25,23.03,22.77
18,23.90,22.94,22.51,22.34,22.94,22.68
20,24.08,22.94,22.51,22.25,23.03,22.68
22,24.34,23.03,22.51,22.16,23.03,22.51
24,24.60,23.03,22.60,22.25,23.03,22.51
26,24.78,23.12,22.60,22.34,22.94,22.60
28,25.04,23.12,22.68,22.25,22.94,22.60
30,25.40,23.21,22.77,22.34,22.94,22.60
32,25.57,23.21,22.77,22.34,22.60,22.60
34,25.93,23.29,22.86,22.34,23.12,22.68
36,26.19,23.38,22.94,22.34,23.03,22.68
38,26.46,23.38,23.03,22.34,22.94,22.60
40,26.73,23.47,23.03,22.34,22.94,22.60
42,27.08,23.55,23.12,22.51,22.94,22.60
44,27.35,23.64,23.21,22.25,23.03,22.51
46,27.71,23.64,23.29,22.34,22.94,22.51
48,27.98,23.73,23.38,22.42,23.03,22.42
51,28.25,23.90,23.47,22.42,22.94,22.51
53,28.52,23.90,23.55,22.42,22.94,22.25
55,28.89,23.99,23.64,22.42,22.94,22.60
57,29.16,24.08,23.73,22.42,22.94,22.42
59,29.53,24.08,23.90,22.42,22.86,22.51
61,29.71,24.25,23.90,22.42,22.94,22.51
63,29.99,24.34,24.08,22.42,22.94,22.51
65,30.26,24.43,24.17,22.42,22.94,22.42
67,30.54,24.52,24.25,22.42,22.86,22.42
69,30.82,24.60,24.34,22.42,22.94,22.42
71,31.10,24.69,24.43,22.42,22.86,22.42
73,31.38,24.78,24.52,22.51,22.86,22.42
75,31.66,24.87,24.69,22.51,22.94,22.34
77,31.94,25.04,24.78,22.51,22.86,22.51
79,32.22,25.13,24.87,22.51,22.94,22.34
81,32.41,25.22,24.96,22.51,22.94,22.51
83,32.70,25.31,25.13,22.51,22.94,22.51
85,32.98,25.40,25.22,22.51,22.86,22.60
87,33.18,25.48,25.31,22.60,22.68,22.60
89,33.46,25.57,25.40,22.60,22.94,22.60
91,33.66,25.75,25.57,22.60,22.94,22.51
93,33.95,25.93,25.66,22.60,22.86,22.42
95,34.24,25.93,25.75,22.60,22.86,22.51
97,34.43,26.02,25.84,22.60,22.94,22.34
99,34.73,26.10,26.02,22.60,22.94,22.42
101,34.92,26.28,26.10,22.60,22.94,22.34
103,35.12,26.37,26.19,22.68,22.86,22.42
105,35.42,26.46,26.37,22.60,22.94,22.42
108,35.61,26.64,26.46,22.60,22.86,22.34
110,35.81,26.73,26.55,22.68,22.94,22.25
112,36.01,26.82,26.64,22.68,22.86,22.34
114,36.31,26.91,26.73,22.68,22.94,22.34
116,36.51,26.99,26.91,22.68,22.94,22.34
118,36.72,27.17,26.99,22.77,22.94,22.16
120,36.92,27.26,27.08,22.77,23.03,22.34
122,37.12,27.35,27.26,22.77,22.94,22.34
124,37.33,27.53,27.35,22.77,22.94,22.42
126,37.53,27.62,27.44,22.77,22.94,22.34
128,37.74,27.71,27.62,22.86,23.03,22.42
130,37.94,27.80,27.71,22.86,22.94,22.25
132,38.15,27.98,27.80,22.86,22.94,22.34
134,38.36,28.07,27.89,22.86,22.94,22.42
136,38.57,28.16,28.07,22.86,23.03,22.34
138,38.77,28.34,28.16,22.94,23.03,22.34
140,38.98,28.43,28.25,22.94,23.03,22.25
142,39.20,28.52,28.34,22.94,22.94,22.34
144,39.41,28.71,28.43,22.94,22.94,22.25
146,39.62,28.80,28.61,22.94,23.03,22.34
148,39.73,28.89,28.71,23.03,22.94,22.34
150,39.94,28.98,28.80,23.03,23.03,22.34
152,40.15,29.07,28.98,23.03,23.03,22.25
154,40.37,29.25,29.07,23.03,23.03,22.42
156,40.59,29.34,29.25,23.12,23.03,22.34
158,40.69,29.43,29.34,23.12,23.03,22.16
160,40.91,29.53,29.43,23.12,23.03,22.34
162,41.02,29.71,29.53,23.12,23.03,22.25
165,41.24,29.80,29.62,23.21,23.03,22.25
167,41.46,29.89,29.71,23.21,23.03,22.34
169,41.68,30.08,29.89,23.21,23.03,22.25
171,41.79,30.17,29.99,23.21,23.12,22.25
173,42.01,30.26,30.08,23.29,23.12,22.25
175,42.24,30.35,30.26,23.29,23.12,22.34
177,42.35,30.54,30.35,23.29,23.12,22.16
179,42.57,30.63,30.45,23.29,23.12,22.25
181,42.80,30.72,30.54,23.38,23.12,22.25
183,42.91,30.82,30.72,23.38,23.12,22.25
185,43.03,31.00,30.82,23.38,23.21,22.25
187,43.26,31.10,30.91,23.47,23.21,22.25
189,43.37,31.19,31.00,23.47,23.21,22.51
191,43.60,31.38,31.10,23.47,23.21,22.34
193,43.72,31.47,31.28,23.47,23.21,22.25
195,43.83,31.56,31.38,23.55,23.21,22.25
197,44.06,31.66,31.47,23.55,23.21,22.34
199,44.18,31.75,31.56,23.55,23.29,22.25
201,44.41,31.94,31.66,23.55,23.29,22.25
203,44.53,32.03,31.85,23.64,23.29,22.34
205,44.65,32.13,31.85,23.64,23.29,22.08
207,44.77,32.22,32.03,23.64,23.29,22.16
209,45.00,32.32,32.13,23.73,23.29,22.25
211,45.12,32.51,32.22,23.73,23.29,22.25
213,45.36,32.60,32.32,23.73,23.29,22.25
215,45.48,32.70,32.41,23.73,23.21,22.25
217,45.60,32.79,32.60,23.82,23.38,22.16
219,45.84,32.89,32.70,23.82,23.38,22.25
221,45.96,33.08,32.79,23.90,23.38,22.25
224,46.08,33.18,32.89,23.90,23.47,22.25
226,46.20,33.27,32.98,23.90,23.38,22.16
228,46.33,33.37,33.08,23.90,23.47,22.16
230,46.57,33.46,33.27,23.99,23.38,22.08
232,46.57,33.56,33.37,23.99,23.47,22.16
234,46.82,33.66,33.46,23.99,23.47,22.16
236,46.94,33.85,33.56,24.08,23.38,22.16
238,47.06,33.95,33.66,24.08,23.47,22.25
240,47.19,34.04,33.75,24.08,23.47,22.16
242,47.31,34.14,33.85,24.08,23.55,22.25
244,47.44,34.24,33.95,24.17,23.55,22.25
246,47.69,34.33,34.04,24.17,23.55,22.16
248,47.69,34.53,34.14,24.25,23.55,22.16
250,47.94,34.63,34.24,24.25,23.64,22.16
252,48.07,34.73,34.33,24.25,23.55,22.25
254,48.07,34.82,34.43,24.34,23.73,22.16
256,48.32,34.92,34.53,24.34,23.64,22.25
258,48.45,35.02,34.63,24.43,23.64,22.25
260,48.58,35.12,34.73,24.43,23.64,22.16
262,48.71,35.22,34.82,24.43,23.73,22.25
264,48.84,35.32,34.92,24.52,23.73,22.25
266,48.97,35.42,35.02,24.43,23.73,22.34
268,49.10,35.61,35.12,24.52,23.73,22.34
270,49.23,35.71,35.22,24.60,23.73,22.34
272,49.36,35.81,35.32,24.60,23.73,22.68
274,49.49,35.91,35.42,24.60,23.82,22.25
276,49.62,36.01,35.51,24.60,23.73,22.25
278,49.75,36.11,35.61,24.69,23.82,22.25
281,49.89,36.21,35.71,24.69,23.82,22.60
283,50.02,36.31,35.81,24.69,23.82,22.34
285,50.15,36.41,35.91,24.69,23.90,22.34
287,50.29,36.51,36.01,24.78,23.90,22.34
289,50.29,36.62,36.01,24.78,23.90,22.25
291,50.42,36.72,36.21,24.87,23.90,22.25
293,50.55,36.82,36.31,24.87,23.99,22.16
295,50.69,36.92,36.41,24.96,23.90,22.25
297,50.82,37.02,36.51,24.96,23.99,22.25
299,50.96,37.22,36.51,24.96,23.99,22.25
301,51.10,37.22,36.62,25.04,23.99,22.25
303,51.23,37.33,36.72,25.04,23.99,22.25
305,51.37,37.53,36.82,25.04,24.08,22.25
307,51.51,37.53,36.92,25.13,24.08,22.25
309,51.51,37.63,37.12,25.13,24.08,22.16
311,51.65,37.74,37.12,25.13,24.08,22.25
313,51.79,37.94,37.22,25.22,24.08,22.16
315,51.92,37.94,37.33,25.22,24.17,22.42
317,51.92,38.15,37.33,25.22,24.08,22.25
319,52.06,38.15,37.43,25.31,23.73,22.25
321,52.34,38.36,37.53,25.31,24.17,22.25
323,52.34,38.36,37.63,25.31,24.17,22.25
325,52.49,38.46,37.74,25.40,24.17,22.25
327,52.63,38.57,37.84,25.40,24.17,22.34
329,52.77,38.77,37.94,25.48,24.25,22.25
331,52.77,38.77,38.05,25.48,24.34,22.25
333,52.91,38.88,38.15,25.48,24.25,22.25
335,53.06,38.98,38.25,25.57,24.25,22.25
338,53.20,39.09,38.36,25.57,24.34,21.13
340,53.34,39.20,38.36,25.57,24.34,22.08
342,53.34,39.30,38.46,25.66,24.34,22.16
344,53.49,39.41,38.57,25.66,24.34,22.16
346,53.63,39.51,38.67,25.75,24.34,22.16
348,53.78,39.62,38.67,25.75,24.43,22.16
350,53.78,39.73,38.77,25.75,24.43,22.25
352,53.93,39.83,38.88,25.84,24.43,22.25
354,54.07,39.94,38.98,25.84,24.43,22.08
356,54.07,39.94,38.98,25.84,24.43,22.25
358,54.37,40.05,39.20,25.93,24.52,22.25
360,54.37,40.15,39.20,25.93,24.52,22.34
362,54.52,40.26,39.30,25.93,24.52,22.34
364,54.52,40.37,39.41,25.93,24.60,22.25
366,54.52,40.48,39.51,26.02,24.60,22.25
368,54.82,40.59,39.62,26.02,24.60,22.25
370,54.97,40.69,39.73,26.10,24.60,22.25
372,54.97,40.69,39.73,26.10,24.60,22.34
374,55.12,40.80,39.83,26.10,24.69,22.25
376,55.12,40.91,39.94,26.19,24.69,22.25
378,55.27,41.02,40.05,26.19,24.69,22.25
380,55.42,41.13,40.15,26.37,24.69,22.25
382,55.57,41.24,40.15,26.28,24.78,22.25
384,55.57,41.24,40.26,26.28,24.78,22.25
386,55.88,41.35,40.37,26.46,25.04,22.25
388,55.88,41.46,40.37,26.37,24.87,22.25
390,56.03,41.57,40.48,26.37,24.87,22.25
392,56.03,41.68,40.59,26.46,24.87,22.25
395,56.03,41.79,40.69,26.46,24.87,22.25
397,56.19,41.90,40.69,26.46,24.96,22.25
399,56.34,41.90,40.80,26.64,24.87,22.25
401,56.34,42.01,40.91,26.64,24.96,22.25
403,56.50,42.13,41.02,26.64,24.96,22.16
405,56.66,42.24,41.02,26.82,24.96,22.16
407,56.66,42.35,41.13,26.73,24.96,22.25
409,56.82,42.46,41.24,26.73,25.04,22.25
411,56.82,42.46,41.24,26.73,25.04,22.08
413,56.97,42.57,41.35,26.73,25.04,22.16
415,57.13,42.69,41.46,26.82,25.04,22.16
417,57.13,42.80,41.57,26.82,25.13,22.16
419,57.29,42.80,41.57,26.91,25.13,22.25
421,57.29,42.91,41.68,26.91,25.13,22.25
423,57.45,43.03,41.79,26.99,25.13,22.16
425,57.45,43.14,41.90,26.99,25.22,22.16
427,57.61,43.26,41.90,26.99,25.13,22.16
429,57.78,43.26,42.01,27.08,25.31,22.16
