time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
0,25.31,24.96,24.60,24.08,24.78,24.34
2,25.22,24.96,24.60,24.08,24.78,24.43
4,25.22,24.96,24.60,24.08,24.78,24.34
6,25.22,24.87,24.60,24.08,24.78,24.60
8,25.22,24.87,24.52,24.08,24.78,24.43
10,25.22,24.87,24.60,24.08,24.78,24.25
12,25.22,24.96,24.60,24.08,24.78,24.34
14,25.22,24.87,24.60,24.08,24.78,24.17
16,25.22,24.87,24.60,24.08,24.78,24.17
18,25.22,24.87,24.60,24.08,24.78,24.17
20,25.22,24.87,24.60,24.08,24.78,24.08
22,25.22,24.96,24.60,24.08,24.78,24.08
24,25.22,24.96,24.60,24.08,24.69,23.99
26,25.22,24.96,24.60,24.08,24.69,23.99
28,25.22,24.96,24.60,24.08,24.69,23.99
30,25.22,24.96,24.60,24.17,24.69,23.99
32,25.22,24.96,24.60,24.08,24.69,24.08
34,25.22,25.04,24.60,24.17,24.69,24.17
36,25.22,25.04,24.60,24.17,24.69,24.08
38,25.22,25.04,24.60,24.25,24.69,24.08
40,25.22,25.04,24.60,24.17,24.69,24.08
42,25.22,25.04,24.69,24.17,24.69,24.08
44,25.22,25.13,24.69,24.17,24.69,24.08
46,25.22,25.13,24.69,24.17,24.78,24.25
48,25.22,25.13,24.69,24.17,24.69,24.17
51,25.22,25.13,24.69,24.17,24.69,24.08
53,25.31,25.22,24.78,24.17,24.69,24.08
55,25.31,25.22,24.69,24.17,24.69,24.17
57,25.31,25.22,24.69,24.17,24.69,24.17
59,25.31,25.31,24.78,24.17,24.69,23.99
61,25.31,25.31,24.78,24.08,24.69,23.99
63,25.31,25.31,24.78,24.17,24.60,23.99
65,25.31,25.40,24.78,24.17,24.69,23.99
67,25.31,25.31,24.78,24.17,24.69,23.90
69,25.31,25.40,24.78,24.17,24.69,23.90
71,25.40,25.48,24.87,24.17,24.60,23.99
73,25.40,25.48,24.87,24.17,24.69,23.90
75,25.31,25.40,24.87,24.17,24.69,23.90
77,25.40,25.57,24.87,24.17,24.78,23.90
79,25.40,25.57,24.96,24.17,24.69,23.82
81,25.40,25.66,24.96,24.17,24.69,24.08
